node,polarity,fan_size,pos
a_0062,anti_vaccines,24,"(-79.955872, -1175.026123)"
a_00621,anti_vaccines,1133,"(182.494278, -857.607056)"
a_00625,anti_vaccines,1941,"(-332.153259, 184.856339)"
a_00626,anti_vaccines,1915,"(232.306412, -444.894745)"
a_00634,anti_vaccines,5557,"(181.644318, -1186.468994)"
a_00640,anti_vaccines,1652,"(395.734375, -929.87793)"
a_00643,anti_vaccines,1167,"(42.19825, -613.610718)"
a_00645,anti_vaccines,19470,"(79.092659, -745.067871)"
a_0065,anti_vaccines,1318,"(-83.486526, -859.926514)"
a_00655,anti_vaccines,90,"(523.620667, 1509.981812)"
a_00658,anti_vaccines,12370,"(268.924591, -1513.076538)"
a_0066,anti_vaccines,28,"(25781.25, -10814.53418)"
a_00662,anti_vaccines,4999,"(-451.322113, -176.576813)"
a_00668,anti_vaccines,12056,"(284.660858, -1355.586914)"
a_0067,anti_vaccines,164,"(-19860.230469, 22174.109375)"
a_00670,anti_vaccines,86,"(420.328918, -377.399841)"
a_00691,anti_vaccines,406,"(-299.137604, -691.346069)"
a_00692,anti_vaccines,7527,"(-136.487076, -508.299408)"
a_00693,anti_vaccines,227,"(-8.676091, -709.471436)"
a_00694,anti_vaccines,166,"(-209.819641, -642.290649)"
a_00695,anti_vaccines,385,"(312.015137, 42.357189)"
a_0070,anti_vaccines,235,"(-131.334137, -693.070251)"
a_00702,anti_vaccines,59,"(-220.512802, -842.037903)"
a_00704,anti_vaccines,416,"(164.305588, -691.86969)"
a_00706,anti_vaccines,983,"(-271.790619, -513.640442)"
a_00713,anti_vaccines,2233,"(-21.661671, -612.387939)"
a_00724,anti_vaccines,3362,"(585.995056, 218.571838)"
a_00726,anti_vaccines,11712,"(-1448.770996, -292.874847)"
a_00728,anti_vaccines,312,"(26.710888, 281.542847)"
a_00733,anti_vaccines,82,"(-225.424637, -931.505859)"
a_00738,anti_vaccines,383,"(150.513229, -1244.011475)"
a_00739,anti_vaccines,636,"(132.925598, -1240.334473)"
a_0074,anti_vaccines,85,"(-20945.849609, 21079.865234)"
a_00740,anti_vaccines,1510,"(-65.687012, -313.952576)"
a_00741,anti_vaccines,107,"(250.580505, -295.982666)"
a_00742,anti_vaccines,161,"(-10.737994, -817.20282)"
a_00753,anti_vaccines,50,"(211.925156, -181.929581)"
a_00754,anti_vaccines,1196,"(137.166, -688.75415)"
a_00756,anti_vaccines,9024,"(-690.018066, 276.056946)"
a_00762,anti_vaccines,441,"(14.512136, -721.235718)"
a_00764,anti_vaccines,1909,"(22.211405, -975.121948)"
a_00765,anti_vaccines,1128,"(30.537178, -695.736694)"
a_00771,anti_vaccines,285,"(-46.737034, -629.68634)"
a_00773,anti_vaccines,1218,"(74.008369, -997.639099)"
a_00778,anti_vaccines,2317,"(146.678909, -913.897888)"
a_00779,anti_vaccines,544,"(166.647964, -529.150146)"
a_0078,anti_vaccines,0,"(-984.035156, -460.960632)"
a_00780,anti_vaccines,3569,"(19.918343, -906.151978)"
a_00782,anti_vaccines,13272,"(265.626373, -900.392517)"
a_00784,anti_vaccines,1001,"(522.828735, -665.757996)"
a_0079,anti_vaccines,129,"(-8259.03125, 25781.25)"
a_00799,anti_vaccines,116,"(-185.762115, -808.314819)"
a_008,anti_vaccines,1358,"(-41.222881, -1007.59021)"
a_0080,anti_vaccines,20,"(-23562.371094, 18040.142578)"
a_00805,anti_vaccines,2913,"(44.884663, -962.889771)"
a_0081,anti_vaccines,1845,"(-17804.371094, 23792.929688)"
a_00811,anti_vaccines,543,"(86.284424, -1084.192017)"
a_00815,anti_vaccines,7952,"(104.874725, -548.418945)"
a_00816,anti_vaccines,3423,"(-41.744644, -849.510986)"
a_00817,anti_vaccines,742,"(-349.519501, -565.07019)"
a_00818,anti_vaccines,425,"(-178.451981, -759.876099)"
a_0082,anti_vaccines,1587,"(3991.86792, -24218.75)"
a_00821,anti_vaccines,996,"(-103.853889, -300.13205)"
a_00827,anti_vaccines,846,"(-456.877228, -351.620972)"
a_00828,anti_vaccines,1931,"(-70.788094, -258.389038)"
a_00832,anti_vaccines,874,"(271.344666, -416.354065)"
a_00833,anti_vaccines,1041,"(-41.323383, -696.583862)"
a_00848,anti_vaccines,2258,"(215.939194, -215.077515)"
a_00849,anti_vaccines,9447,"(253.960724, -622.796265)"
a_0085,anti_vaccines,4471,"(2031.296997, 25781.25)"
a_00854,anti_vaccines,1837,"(53.377583, -812.576904)"
a_00855,anti_vaccines,1191,"(122.30246, -586.783813)"
a_00861,anti_vaccines,6432,"(150.924088, -968.959534)"
a_00863,anti_vaccines,848,"(300.963989, -512.396057)"
a_00865,anti_vaccines,1625,"(-34.797878, -464.675659)"
a_00866,anti_vaccines,598,"(-73.715477, -595.316162)"
a_00882,anti_vaccines,118,"(-121.106453, -739.887024)"
a_00883,anti_vaccines,1822,"(-148.712524, -842.639893)"
a_00886,anti_vaccines,46,"(337.572998, 1147.618652)"
a_00890,anti_vaccines,795,"(466.211548, -573.859985)"
a_00891,anti_vaccines,1890,"(27.118261, -804.133057)"
a_00894,anti_vaccines,3188,"(81.237083, -625.390686)"
a_00899,anti_vaccines,597,"(886.568237, -2.458357)"
a_009,anti_vaccines,19,"(-23132.966797, -18677.65625)"
a_00900,anti_vaccines,1196,"(160.715637, -230.712921)"
a_00908,anti_vaccines,1845,"(215.469177, -837.924194)"
a_00917,anti_vaccines,3543,"(36.803757, -915.206909)"
a_0092,anti_vaccines,346,"(-16444.339844, 24793.71875)"
a_00923,anti_vaccines,6265,"(128.601334, -967.534363)"
a_00929,anti_vaccines,4319,"(-372.882172, -287.045593)"
a_00930,anti_vaccines,1376,"(181.216507, -689.086914)"
a_00931,anti_vaccines,12620,"(145.233353, -630.57373)"
a_00936,anti_vaccines,260,"(-28.440199, -511.848328)"
a_00938,anti_vaccines,566,"(-222.050323, -363.384247)"
a_0094,anti_vaccines,2172,"(19606.337891, -22511.761719)"
a_00943,anti_vaccines,6549,"(-110.444885, -817.548462)"
a_00945,anti_vaccines,622,"(-26.597435, -862.953491)"
a_00949,anti_vaccines,939,"(-355.984283, -89.235313)"
a_00950,anti_vaccines,1269,"(-17.322969, -911.52301)"
a_00952,anti_vaccines,29427,"(-207.814682, -506.907959)"
a_00954,anti_vaccines,2240,"(204.576904, -492.030853)"
a_00957,anti_vaccines,1743,"(110.139969, -980.518555)"
a_00959,anti_vaccines,1427,"(278.172302, -506.597992)"
a_0096,anti_vaccines,907,"(117.555153, -255.340729)"
a_00961,anti_vaccines,996,"(-114.184273, -673.96106)"
a_00972,anti_vaccines,237,"(233.153275, -349.410095)"
a_00975,anti_vaccines,981,"(-153.212112, -391.217041)"
a_00976,anti_vaccines,6376,"(443.907593, -836.634277)"
a_00979,anti_vaccines,446822,"(22.515127, -176.450027)"
a_00980,anti_vaccines,1412,"(-232.603226, -414.66214)"
a_00995,anti_vaccines,1019,"(192.256943, -261.049225)"
a_00997,anti_vaccines,2122,"(70.481995, -716.156189)"
a_00998,anti_vaccines,8338,"(282.506409, -625.494324)"
a_00999,anti_vaccines,12968,"(-438.396271, -322.967468)"
n_0010,neutral,728,"(17761.111328, 23976.785156)"
n_001000,neutral,25158,"(1058.918457, -3.57785)"
n_001006,neutral,329930,"(-491.008423, -152.023087)"
n_00101,neutral,2,"(25781.25, 7293.756348)"
n_001010,neutral,22281,"(-14.47967, 61.866756)"
n_001012,neutral,45,"(461.415649, 1461.393433)"
n_001013,neutral,137,"(131.995346, -278.259155)"
n_001015,neutral,8589,"(-614.651428, -159.244034)"
n_001017,neutral,485,"(498.00119, 1580.731323)"
n_001018,neutral,11353,"(783.470337, 1389.883911)"
n_00102,neutral,11210,"(25781.25, 7325.509766)"
n_001020,neutral,1070,"(1108.05127, 123.802505)"
n_001021,neutral,22972,"(-544.567078, 113.147346)"
n_001022,neutral,7108,"(-629.361206, 53.420135)"
n_001023,neutral,3853,"(247.867798, 1660.321289)"
n_001025,neutral,576,"(15.012178, -549.304321)"
n_001026,neutral,100275,"(927.047729, 406.582214)"
n_001027,neutral,7506,"(-131.313736, -324.333832)"
n_001030,neutral,1131,"(1053.746582, 202.521027)"
n_001031,neutral,34865,"(666.808228, 1322.311035)"
n_001032,neutral,15487,"(-292.188202, -601.940552)"
n_001033,neutral,2276,"(875.511841, 180.70578)"
n_001034,neutral,3089,"(752.246216, 1556.016479)"
n_001035,neutral,225366,"(753.506348, 775.221924)"
n_001036,neutral,5393,"(623.362549, 1482.357056)"
n_001037,neutral,11093,"(-697.515015, -60.425091)"
n_001038,neutral,175,"(857.198181, 32.053871)"
n_001039,neutral,1381,"(745.349854, 1591.710815)"
n_001042,neutral,28433,"(908.341309, -126.165535)"
n_001043,neutral,591865,"(333.047211, 1249.99646)"
n_001044,neutral,211,"(589.993225, 1545.204346)"
n_001045,neutral,1379,"(114.724419, -687.315613)"
n_001046,neutral,451,"(674.984985, -36.919182)"
n_001047,neutral,2503,"(-586.66449, 25.881119)"
n_001048,neutral,1500,"(-7.831674, -571.422852)"
n_00105,neutral,10241,"(-1564.573486, -304.254883)"
n_001052,neutral,5178,"(702.628418, -98.464973)"
n_001053,neutral,1884,"(919.325439, 365.124146)"
n_001055,neutral,99441,"(51.046402, -6.261746)"
n_001056,neutral,258,"(342.653198, 1627.623291)"
n_001057,neutral,17881,"(-388.979401, 17.339415)"
n_001058,neutral,13524,"(216.169464, 41.837963)"
n_00106,neutral,1047,"(-7005.087402, 25781.25)"
n_001060,neutral,612,"(836.770081, 112.03511)"
n_001065,neutral,223,"(342.679291, 1479.374268)"
n_001066,neutral,15405,"(-61.3937, -39.724285)"
n_001068,neutral,15973,"(-483.140106, 70.541862)"
n_001069,neutral,9245,"(771.71936, 1571.091187)"
n_00107,neutral,2001,"(106.278473, 1763.816284)"
n_001070,neutral,4086,"(53.513248, -672.075623)"
n_001072,neutral,4041,"(-61.438427, -684.862976)"
n_001074,neutral,336,"(481.665833, 1089.960205)"
n_001075,neutral,24676,"(977.29126, 193.928391)"
n_001076,neutral,31045,"(-404.159698, -117.837784)"
n_001077,neutral,649456,"(-15.428823, 473.488586)"
n_001079,neutral,11412,"(319.730682, 1027.235229)"
n_00108,neutral,1879,"(-76.761223, 1861.854004)"
n_001080,neutral,1980,"(715.372009, 1357.927368)"
n_001082,neutral,21356,"(-502.027161, -31.532145)"
n_001085,neutral,3624,"(22.625439, -270.779633)"
n_001087,neutral,6305,"(649.44696, 1586.087524)"
n_001088,neutral,14137022,"(-75.324203, 160.07135)"
n_001089,neutral,835,"(485.076447, 1251.088013)"
n_001090,neutral,510,"(517.888367, 1250.243774)"
n_001093,neutral,11989,"(637.384399, 1376.81543)"
n_001095,neutral,395633,"(-140.149841, -157.560898)"
n_001096,neutral,1171,"(975.554688, 162.492386)"
n_001099,neutral,18351,"(741.651672, 1475.753174)"
n_0011,neutral,11203,"(-6061.981934, 25781.25)"
n_001101,neutral,27964,"(803.972717, 1159.196045)"
n_001103,neutral,2602,"(324.849945, 1307.690796)"
n_001104,neutral,6596,"(-591.389099, 74.099457)"
n_001105,neutral,1317,"(773.814697, 1526.969482)"
n_001106,neutral,504,"(458.373749, 1294.550903)"
n_001111,neutral,801,"(1018.261475, 220.050812)"
n_001113,neutral,31947,"(-85.735992, -690.884888)"
n_001114,neutral,600,"(478.368866, 1572.789185)"
n_001115,neutral,67,"(281.522247, 1489.853638)"
n_001116,neutral,245,"(467.056671, 1395.055542)"
n_001119,neutral,18489,"(1031.385742, 171.71196)"
n_001120,neutral,1005,"(619.109375, -109.995743)"
n_001121,neutral,38034,"(708.459595, 1525.40271)"
n_001122,neutral,1404,"(778.165466, 1494.283569)"
n_001127,neutral,1292,"(1039.891113, 78.54615)"
n_001128,neutral,1238,"(919.788635, 56.066891)"
n_00113,neutral,567,"(5851.762695, -24218.75)"
n_001132,neutral,7812,"(597.239624, 1251.451904)"
n_001133,neutral,572577,"(-463.650452, 37.376232)"
n_001137,neutral,4613,"(75.750252, -839.683777)"
n_001138,neutral,797,"(1006.924133, 9.948559)"
n_001140,neutral,3043,"(1033.551636, 51.588715)"
n_001141,neutral,46700,"(-643.793335, 10.935991)"
n_001144,neutral,4726,"(1001.87677, 193.134796)"
n_001145,neutral,624624,"(325.185913, 924.6922)"
n_001146,neutral,3792,"(706.412231, 1479.036621)"
n_001147,neutral,54003,"(-25.261562, -26.990002)"
n_001148,neutral,1275,"(1009.467407, 70.498352)"
n_001149,neutral,289284,"(-441.249176, -29.64455)"
n_00115,neutral,14090,"(346.780182, -1719.930176)"
n_001151,neutral,2626,"(915.551758, 178.896744)"
n_001154,neutral,77294,"(-498.624664, -90.952034)"
n_001156,neutral,3125,"(738.39563, -2.368388)"
n_001157,neutral,34006,"(816.091248, 1501.495117)"
n_001158,neutral,586265,"(-418.485779, -67.516029)"
n_001161,neutral,249,"(694.608765, 787.427734)"
n_001162,neutral,39248,"(-543.997742, -34.670784)"
n_001163,neutral,6318,"(1079.435425, 210.47287)"
n_001164,neutral,3957,"(-0.622579, -843.143127)"
n_001168,neutral,155324,"(1026.538696, 245.564728)"
n_001171,neutral,813,"(497.162903, 1468.216187)"
n_001172,neutral,5300,"(742.233154, 1502.595337)"
n_001174,neutral,811915,"(-516.110718, 9.407825)"
n_001176,neutral,38532,"(742.553955, 89.58506)"
n_001177,neutral,109683,"(831.921082, 156.326019)"
n_001179,neutral,1577,"(836.000122, -15.705593)"
n_001180,neutral,13756,"(894.103455, 39.398159)"
n_001182,neutral,28885,"(979.602051, 143.17688)"
n_001183,neutral,2295,"(700.08606, 1420.352295)"
n_001184,neutral,6002,"(930.338623, 28.482059)"
n_001186,neutral,330,"(525.652222, 1384.164185)"
n_001188,neutral,57263,"(1.87105, -786.661682)"
n_001189,neutral,1285,"(287.953278, 1350.420776)"
n_001190,neutral,14502,"(981.612122, 234.63887)"
n_001192,neutral,1717,"(1002.011047, 136.434738)"
n_001194,neutral,39388,"(767.509094, 1457.944702)"
n_001195,neutral,2420,"(-3.925532, -740.41748)"
n_001196,neutral,49800,"(1020.909302, 144.642853)"
n_001197,neutral,14401,"(728.67688, 1383.060913)"
n_001199,neutral,14051,"(696.088074, 1380.738892)"
n_0012,neutral,578,"(10560.181641, 25781.25)"
n_001200,neutral,2950,"(971.001587, 12.062451)"
n_001201,neutral,18069,"(750.392456, 1401.435059)"
n_001202,neutral,34111,"(-602.069275, -10.479022)"
n_001203,neutral,234796,"(902.340637, 136.18808)"
n_001204,neutral,3101,"(1031.863647, 192.44342)"
n_001207,neutral,216,"(433.633057, 1341.185425)"
n_001208,neutral,7550,"(967.933838, 83.886429)"
n_001209,neutral,68743,"(-66.549698, -17.122126)"
n_001210,neutral,22938,"(-80.107521, -734.442383)"
n_001212,neutral,85541,"(873.977051, 307.152222)"
n_001213,neutral,3253,"(1032.268066, 100.168808)"
n_001218,neutral,750902,"(941.822754, 246.5056)"
n_001219,neutral,2749,"(1074.468384, 144.54808)"
n_00122,neutral,6222,"(21288.816406, 20974.236328)"
n_001221,neutral,197813,"(811.048584, 1450.352417)"
n_001223,neutral,3399,"(805.499695, 111.456604)"
n_001227,neutral,2953,"(407.507538, 1379.323608)"
